0.000000	2.089195E+7
39.901216	8.609882E+7
40.251857	5.888615E+7
40.601837	1.203140E+8
40.955068	-8.690883E+7
41.305868	5.668128E+7
41.657237	8.489181E+7
42.008821	6.005454E+7
42.358449	4.610715E+7
42.708941	6.318815E+7
43.059772	1.012085E+8
43.410416	124.456992
43.791693	108.372769
44.170082	105.181090
44.548660	103.692391
44.930440	102.660910
45.310100	101.738168
45.689798	101.081886
46.068665	100.505910
46.448642	100.008263
46.826024	99.612208
47.203870	99.292407
47.582272	98.847230
47.961154	98.458137
48.341462	98.123331
48.722043	97.836741
49.102526	97.614497
49.483006	97.315210
49.860435	97.119168
50.239261	96.906883
50.618320	96.675443
50.997771	96.553952
51.378544	96.380984
51.759126	96.254685
52.139710	96.072659
52.517843	95.923903
52.898412	95.822012
53.278617	95.667678
53.659347	95.491612
54.039820	95.374646
54.421063	95.264192
54.799601	95.177193
55.180466	95.020885
55.560074	94.902077
55.940170	94.807728
56.320837	94.724811
56.700192	94.684835
57.080004	94.543541
57.457710	94.452154
57.835824	94.364316
58.215598	94.286546
58.596033	94.197581
58.975731	94.100855
59.357893	94.014476
59.740089	93.919882
60.120494	93.843836
60.497998	93.774732
60.876677	93.680685
61.259199	93.614163
61.640657	93.535856
62.020835	93.474820
62.401717	93.397552
62.781485	93.362697
63.161590	93.252479
63.542629	93.180865
63.923183	93.125618
64.302802	93.074107
64.681603	93.031665
65.061675	92.918592
65.442337	92.869403
65.821090	92.852044
66.200450	92.811606
66.580572	92.746703
66.958868	92.674575
67.339363	92.606663
67.714558	92.555421
68.093086	92.517691
68.472454	92.476658
68.851721	92.456646
69.230658	92.378762
69.611423	92.316815
69.993232	92.291657
70.372661	92.261146
70.754631	92.207551
71.132863	92.176825
71.513625	92.131841
71.892211	92.053244
72.271397	92.026606
72.651372	91.977827
73.032593	91.931800
73.412931	91.867928
73.792190	91.856436
74.172740	91.804256
74.553922	91.746417
74.933201	91.730062
75.311667	91.698781
75.689776	91.687138
76.069333	91.640744
76.448762	91.607439
76.829522	91.583967
77.208874	91.550640
77.588951	91.515435
77.968885	91.483908
78.348848	91.485616
78.729115	91.423622
79.109904	91.409041
79.489919	91.348578
79.871863	91.313650
80.253339	91.273433
80.632328	91.238895
81.012761	91.144925
81.392450	91.109370
81.771298	91.067122
82.153248	91.032746
82.532604	91.003762
82.912299	90.985132
83.292453	90.926537
83.673253	90.886987
84.055461	90.851430
84.436807	90.817480
84.817585	90.743492
85.193799	90.706632
85.574966	90.672202
85.954233	90.641745
86.333605	90.607748
86.713751	90.607592
87.092250	90.573977
87.473792	90.561010
87.854492	90.521046
88.234368	90.490170
88.612441	90.451524
88.990028	90.416843
89.369756	90.397504
89.750892	90.382700
90.130548	90.348349
90.510081	90.313961
90.892530	90.266754
91.272393	90.224059
91.654078	90.187991
92.031658	90.178313
92.412921	90.141568
92.792939	90.085098
93.173677	90.065483
93.555192	90.055017
93.936172	90.046788
94.316594	90.026143
